地點,地區,縣市,地址,緯度,經度,文字敘述,星級,評論數量,AI評論,評論連結,預覽圖路徑,事故發生次數
機場外礁,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.01952055,121.5334349,位於蘭嶼機場西側外海，矗立在三十米深的海底。因此地受北流的黑潮影響，生態相當豐富，佈滿了許多軟珊瑚並且有許多洄游性魚類聚集，也因為其色彩繽紛的景色成為了水攝朋友們的最愛。,null,null,1.在機場外的海域，有一座突出海面的三角形礁岩，這裡就是機場外礁。\n2.外礁長得像一根竹筍，生態豐富，常有迴游性魚經過。\n3.飛魚季期間禁止在這潛水。,https://msocean.com.tw/archives/4048,img/map_img/88.jpg,null
八代灣沉船,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.01685864,121.5490159,八代灣沉船是個世界級的潛點，是一艘超大型、而且形體完整的貨輪！船身長滿軟珊瑚和大海扇，各種魚群穿梭其中，是難得一見且非常有特色的潛點。,null,null,1.世界級的潛點。\n2.八代灣沈船算是高級潛點，容易浪大、流強、深度最深處大約36米。\n3.現在的船體仍然相當完整、有很多區域可以探索，現在成為一個大型生態系，是很多珊瑚及水下生物的家。,https://jjphoto.tw/taiwan-lanyu-badaiwan-ship/,img/map_img/89.jpg,null
蘭恩,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.02420856,121.5388245,位於蘭嶼西側的蘭恩文化基金會前方，順著停車場外下走，有一大塊被礁岩包圍的海域，水深約7至9米，岩石中間水深約5米處有一個小拱門，豐富的地行使的這裡成為大受歡迎的拍照打卡景點。,null,null,1.蘭恩也是蘭嶼熱門的浮潛熱點。\n2.水深約7至9米，岩石中間水深約5米處有一個小拱門。\n3.在潛點一旁正好就是飛機跑道，還有機會在海上欣賞飛機降落的英姿喔。,https://www.klook.com/zh-TW/blog/diving-lanyu-taitung/,img/map_img/90.jpg,null
漁人舊部落港灣,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.02558206,121.5426642,漁人舊部落港灣是當地小孩的戲水區，是當地小孩的戲水區，往外游可以進入十多米深的海域，也是當地人常下水抓魚的地區。,null,null,1.在漂流木餐廳底下的漁人部落港灣，是當地小孩的戲水區。\n2.可以進入10多米的海域。\n3.唯一要注意的是，港灣斜坡濕滑，不要滑倒了。,https://www.google.com/maps/d/viewer?mid=1LPrI2CIL1s4D1Ck8k6KAE4MtxdXUxf27&hl=en_US&ll=22.02557500000001%2C121.54265199999999&z=12,img/map_img/91.jpg,null
椰油斷層,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.05086756,121.5098466,位於椰油港口約80公尺，從椰油舊部落灘頭外往外二十二米，原來的緩坡地形會變成陡降波，可以明顯看到斷層的存在，這時就到了椰油斷層的起點，且據說斷層最深到百米。,null,null,1.當深度來到22米左右時，原來的緩坡地形會突然變成陡降坡，這裡就是椰油斷層的起點。\n2.當你來到斷層起點時，也代表已經離岸超過百米，小心海流。\n3.若海面上有漁網，請勿下水，以免影響當地抓魚的漁獲。,https://msocean.com.tw/archives/3999,img/map_img/92.jpg,null
開元港藍洞,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.05633311,121.5066294,位於開元港外的青蛙石旁，此潛點曾被評選為值得自由潛水員造訪的潛點。是一個T型隧道，光線明亮且寬廣，是一個非常適合潛水者探險的地方。,4.3,75,1.非常美麗的港口，海水清澈見底。\n2.這裡是進出蘭嶼的港口也是初階潛水的地點。\n3.這裡的潛點有花園鰻魚可以觀賞,https://www.google.com/search?q=%E8%98%AD%E5%B6%BC%E9%96%8B%E5%85%83%E6%B8%AF%E8%97%8D%E6%B4%9E%0D%0A&ei=4-jRZJLfA4ml-Qajn7KICQ&ved=0ahUKEwjS3Mq-v8yAAxWJUt4KHaOPDJEQ4dUDCBA&uact=5&oq=%E8%98%AD%E5%B6%BC%E9%96%8B%E5%85%83%E6%B8%AF%E8%97%8D%E6%B4%9E%0D%0A&gs_lp=Egxnd3Mtd2l6LXNlcnAiFuiYreW2vOmWi-WFg-a4r-iXjea0ngoyChAAGEcY1gQYsAMyChAAGEcY1gQYsAMyChAAGEcY1gQYsAMyChAAGEcY1gQYsAMyChAAGEcY1gQYsAMyChAAGEcY1gQYsAMyChAAGEcY1gQYsAMyChAAGEcY1gQYsAMyChAAGEcY1gQYsAMyChAAGEcY1gQYsANIgQdQ4gJY4gJwAXgBkAEAmAEAoAEAqgEAuAEDyAEA-AEC-AEB4gMEGAAgQYgGAZAGCg&sclient=gws-wiz-serp#lrd=0x34700ee3e0e8937d:0x677e3aba53515481，1，，，，,img/map_img/93.jpg,1
椰油浮潛區,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.0776057,121.5031239,椰油浮潛區位於蘭嶼西側，因其地理位置而形成了天然的避風港，非常適合東北季風強勁的時節。潛水者一下水就可以看到珊瑚和小丑魚等，天氣好的時候魚的種類會更加豐富。,null,null,1.如果是東北季風未減弱的時節來的話，椰油浮潛區是個不錯的潛點選擇，可說是一處天然避風港。\n2.深度約10米，一下水就可以看到珊瑚及小丑魚。\n3.注意事項：切勿游出凹岸的右方，該處為激流區。,https://www.welcometw.com/%E8%98%AD%E5%B6%BC%E6%BD%9B%E9%BB%9E%E6%8E%A8%E8%96%A6%EF%BD%9C%E8%98%AD%E5%B6%BC%E6%B0%B4%E4%B8%8A%E6%B4%BB%E5%8B%95%E6%B5%AE%E6%BD%9B%E3%80%81%E6%B7%B1%E6%BD%9B%E3%80%81%E6%BD%9B%E6%B0%B4/#2_%E6%A4%B0%E6%B2%B9%E6%B5%AE%E6%BD%9B%E5%8D%80%EF%BC%88%E6%B4%9E%E5%8F%A3%EF%BC%89,img/map_img/94.jpg,null
玉女岩,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.08207818,121.517715,位於蘭嶼北面，此海域能見度佳。下水後便可以看到一片美麗的硬珊瑚礁群，礁岩底下還生長了許許多多的烸扇，魚群聚集在此覓食，運氣好時甚至可以目擊數量稀少的大型隆頭鸚哥魚。,null,null,1.位在蘭嶼北面的玉女岩旁，有一處容易上下岸的海岸，是水肺體驗潛水的熱門潛點。\n2.玉女岩外礁就是外面露出海面上的那塊礁岩，礁底有一個貫通礁岩的海底洞穴，深15米，長約25米。\n3.入口陰暗，但洞內寬敞，是個頗具挑戰性的洞穴。,https://msocean.com.tw/archives/3999,img/map_img/95.jpg,1
朗島秘境,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.08133686,121.5225239,非常好找的一個潛點，就在朗島教會斜對面。此潛點水質清澈且夠深，所以不只是潛水的天堂也是跳水的天堂，最特別的是此處是唯一條天然海蝕溝侵蝕而成的戲水池，非常的壯觀。,4.6,593,1.水質清澈。\n2.免費消暑的好地點。\n3.安全、安心、漂亮的浮潛去處。,https://www.google.com/search?q=%E6%9C%97%E5%B3%B6%E7%A7%98%E5%A2%83%0D%0A&ei=zfDRZIzoDJXa-Qa797-ABw&ved=0ahUKEwjMgt2Ex8yAAxUVbd4KHbv7D3AQ4dUDCBA&uact=5&oq=%E6%9C%97%E5%B3%B6%E7%A7%98%E5%A2%83%0D%0A&gs_lp=Egxnd3Mtd2l6LXNlcnAiDeacl-WztuenmOWigwpI_AdQugNYugNwAXgBkAEAmAEAoAEAqgEAuAEDyAEA-AEB-AECqAIA4gMEGAAgQYgGAQ&sclient=gws-wiz-serp#lrd=0x34700f477edc2e55:0xee5579974a397386，1，，，，,img/map_img/96.jpg,1
母雞岩外礁,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.0830151,121.5587245,是蘭嶼著名的浮淺地點，夏天是此處的旺季。此海域珊瑚覆蓋率非常高是發達的珊瑚礁地形，礁上遍布珊瑚和熱帶魚，潛水者若要來此建議可找當地的潛導，因為此處較難尋找。,null,null,1.從母雞岩浮潛區下水，往10-11點鐘方向踢大約200多公尺，可以看到在海底的母雞岩外礁，一大一小並排。\n2.礁頂2-3米、礁底21米，兩顆礁岩間的裂縫深約18米。\n3.有大量金花鱸居住。,https://msocean.com.tw/archives/4048,img/map_img/97.jpg,null
雙獅岩,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.08515017,121.5672812,雙獅岩位於東北角，其形成原因是火山活動中噴出熔岩冷卻而成，形狀似公獅和母獅對望而得此名。此處海域較適合夏季來訪但流向較亂偶爾有強流來襲，需要特別小心。,4.6,505,1.有趣的獅子和蟾蜍形狀，搭配海景和天空拍起來蠻氣派的。\n2.夜景全島最美，銀河超清晰，比氣象站還適合看星星。\n3.附近潛水點很美。,https://www.google.com/search?q=%E9%9B%99%E7%8D%85%E5%B2%A9%0D%0A&ei=XPHRZLf4I6HUhwP1prewAw&ved=0ahUKEwi3lozJx8yAAxUh6mEKHXXTDTYQ4dUDCBA&uact=5&oq=%E9%9B%99%E7%8D%85%E5%B2%A9%0D%0A&gs_lp=Egxnd3Mtd2l6LXNlcnAiCumbmeeNheWyqQpIAFAAWABwAHgBkAEAmAEAoAEAqgEAuAEDyAEA-AEC-AEB4gMEGAAgQQ&sclient=gws-wiz-serp#lrd=0x3470089a4101b4d5:0x8db99cf6b76e0925，1，，，，,img/map_img/98.jpg,null
雙獅天井,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.08585084,121.5683082,此地是藏在雙獅岩的兩獅之間，來天井最合適的時間是中午，當陽光從天井灑落時真的相當壯觀。當潛水者下潛到大約十六米時，還能隱隱約約看到住在洞穴魚群的影子。,null,null,1.鑽天井不算難，只是你必須潛到13米處，然後鼓起勇氣往看不見出口的幽暗洞內前進。\n2.天井沒有其他出口，必須原路折返回外頭。\n3.要看到天井天使光要選對時間，大約在早上10點到中午1點間，是陽光較可能射入洞內的時間。,https://msocean.com.tw/archives/4048,img/map_img/99.jpg,null
東清七號地小涼亭,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.07499159,121.5682765,在東清村北側小涼亭前的內凹海灣，是一處適合夏季浮潛與自潛教學的海域，深度可達十多米，流速不強，如果覺得母雞岩人太多，那麼多騎十分鐘車程，就可以到這個較幽靜的潛點。,null,null,1.是一處適合夏季浮潛與自潛教學的海域。\n2.深度可到10多米，流不強。\n3.海邊礁岩銳利，上下岸小心。,https://msocean.com.tw/archives/3999,img/map_img/100.jpg,null
情人洞,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.06187418,121.5733371,情人洞是受海浪侵蝕而成的天然海蝕洞。其底下的海域風景壯觀，兩側垂直的峭壁深入海底，讓潛水者彷彿身在峽谷中，但因此潛點非常隱密，所以也比較少人造訪。,4.6,937,1.浪漫的旅遊景點，適合拍照看夕陽。\n2.有一道彩虹掛在天邊。\n3.旁邊還有一個洞可以進去探險，但要注意裡面很黑。,https://www.google.com/search?q=%E6%83%85%E4%BA%BA%E6%B4%9E%0D%0A&ei=-fHRZOniJrSn1e8PjbSGoAo&ved=0ahUKEwipw_2TyMyAAxW0U_UHHQ2aAaQQ4dUDCBA&uact=5&oq=%E6%83%85%E4%BA%BA%E6%B4%9E%0D%0A&gs_lp=Egxnd3Mtd2l6LXNlcnAiCuaDheS6uua0ngpIAFAAWABwAHgAkAEAmAEAoAEAqgEAuAEDyAEA-AEC-AEB4gMEGAAgQQ&sclient=gws-wiz-serp#lrd=0x347008f0f8b22941:0x35b881e969c41834，1，，，，,img/map_img/101.jpg,2
核廢料儲存場潮池,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.00761347,121.5945829,在核廢料儲存場外有兩個小潮池，在退潮時會與外面的海水隔開，同時也是一個熱門浮潛點，雖然只是個看似不起眼的潮池，但是裡面的生態卻不可小覷，此外，池底六米深處還有洞穴相連，是一個適合親子的潛點。,null,null,1.這裏有兩個池，還有很多海洋生物！\n2.有蝶魚、條紋雀鯛和超多彩色鸚哥魚，還有一整窩的小丑魚家族。\n3.在這裡，戴上潛水面鏡，往海裡看，盡是色彩繽紛的魚類和珊瑚，超美的可以尋寶很久！,https://ashortyexplores.com/zh/%E8%98%AD%E5%B6%BC%E6%B5%AE%E6%BD%9B%E8%98%AD%E5%B6%BC%E7%A7%98%E5%A2%83%E6%8E%A8%E8%96%A6/#1,img/map_img/102.jpg,null
龍門港小香菇,東部地區,臺東縣,952臺東縣蘭嶼鄉,22.00428895,121.5811297,位在龍門港附近的一個潛點，從龍門港往外游就可以看到小香菇的身影，這裡的地形以沙地和大型礁石為主且魚群和珊瑚十分的豐富，因此也是許多釣客喜愛的地方。,null,null,1.龍門港外是一處有白沙又有珊瑚礁岩的美麗潛點，從港口內可以輕易下水。\n2.出港口時往1點鐘方向游，不遠處有一個暱稱為「蘭嶼小香菇」的珊瑚礁。\n3.礁頂8米，礁底13米，縫底躲著不少魚。,https://msocean.com.tw/archives/3999,img/map_img/103.jpg,1
